-0.35674,-0.0073122,0.016542,0.03171
-0.35401,-0.01201,0.011172,0.028531
-0.35049,-0.016506,0.0058841,0.025248
-0.34625,-0.020798,0.00069234,0.021867
-0.34139,-0.024883,-0.0043904,0.018394
-0.33596,-0.028759,-0.0093512,0.015785
-0.33005,-0.032424,-0.014177,0.012988
-0.32372,-0.035879,-0.018857,0.0092746
0.68296,-0.039121,-0.023378,0.005489
0.68992,-0.042151,-0.027728,0.0016397
0.69709,-0.044968,-0.031898,-0.0022643
0.70442,-0.047143,-0.035877,-0.0062139
0.71184,-0.049183,-0.039656,-0.010199
0.7193,-0.051411,-0.043226,-0.014211
0.72675,-0.053445,-0.046581,-0.018239
0.73413,-0.055291,-0.049712,-0.022272
-0.25861,-0.056952,-0.052616,-0.026299
-0.2515,-0.058435,-0.055142,-0.030312
-0.24459,-0.059745,-0.057491,-0.034297
-0.23792,-0.060889,-0.059662,-0.038246
-0.23151,-0.061872,-0.061661,-0.042146
-0.22539,0.9373,-0.063517,-0.045989
-0.21959,0.93661,-0.065161,-0.049762
-0.21413,-0.063935,-0.066597,-0.053458
-0.20903,-0.064353,-0.067831,-0.057064
-0.20429,-0.06465,-0.068872,-0.060629
-0.19992,-0.064834,-0.069726,-0.064134
-0.19594,-0.064914,-0.070404,-0.067489
-0.19233,-0.064899,0.92908,-0.070732
-0.1891,-0.064797,0.92873,-0.073857
-0.18624,-0.064618,0.92851,-0.076858
-0.18373,-0.064502,-0.071568,-0.07973
-0.18157,-0.064368,-0.071534,-0.082468
-0.17974,-0.06408,-0.071398,-0.08507
-0.17822,-0.063759,-0.071173,0.91247
-0.17699,-0.063414,-0.070873,0.91015
-0.17602,-0.063054,-0.070514,-0.092026
-0.17528,-0.062688,-0.07011,-0.094056
-0.17494,-0.062325,-0.069676,-0.09594
-0.17482,-0.061971,-0.069227,-0.097679
-0.17489,0.93837,-0.068775,-0.099274
-0.17512,-0.061323,-0.068335,-0.10073
-0.1755,-0.061042,-0.06792,-0.10204
-0.1758,-0.060798,-0.067542,-0.10321
-0.17616,-0.060596,-0.067211,-0.10424
-0.17654,-0.060441,-0.066939,0.89485
-0.17692,-0.060337,-0.066735,0.89408
-0.17727,-0.060288,-0.066607,-0.10657
-0.17758,-0.060508,-0.066562,-0.1071
-0.17781,-0.060824,-0.066606,-0.10751
-0.17795,-0.06103,-0.066742,-0.10781
-0.17798,-0.061308,-0.066974,-0.108
0.82212,-0.061658,-0.067304,-0.10809
0.82236,-0.062083,-0.06773,-0.10808
0.82275,-0.062581,-0.068252,-0.10798
0.82331,-0.063152,-0.068866,-0.10779
0.82381,-0.063794,-0.069567,-0.10751
0.82444,-0.064505,-0.070351,-0.10715
0.8252,-0.065282,-0.071209,-0.10671
0.82607,-0.066124,-0.072133,-0.10621
-0.17294,-0.067024,-0.073113,-0.10563
-0.17191,-0.067982,-0.074139,-0.10501
-0.17057,-0.06899,-0.075197,-0.10432
-0.16914,-0.070043,-0.076276,-0.10357
-0.16762,-0.071137,-0.077362,-0.10276
-0.16605,-0.072266,-0.078443,0.89812
-0.16443,-0.073424,-0.079502,0.89905
-0.1628,-0.074606,-0.08075,-0.09996
-0.16117,-0.075806,-0.081984,-0.098915
-0.15938,-0.077016,-0.082974,-0.097814
-0.15766,-0.078231,-0.083897,-0.096659
-0.15605,0.92056,-0.084741,-0.09545
-0.15455,0.91913,-0.085495,-0.094187
-0.15319,-0.082319,-0.086149,-0.092871
-0.15199,-0.083785,-0.086692,-0.091502
-0.15096,-0.08527,-0.087116,-0.090079
-0.15011,-0.086551,-0.087415,-0.088604
-0.14966,-0.087815,0.91242,-0.087077
-0.1494,-0.089058,0.91238,-0.085497
-0.14934,-0.090277,0.91227,-0.083866
-0.14948,-0.091471,0.91225,-0.082185
-0.14984,-0.092635,-0.087668,-0.080454
-0.15042,-0.093577,-0.087497,-0.078676
-0.15122,-0.094514,-0.087247,-0.076851
-0.15223,-0.095631,-0.086708,-0.074981
-0.15346,-0.096707,-0.086079,0.92693
-0.15488,-0.097742,-0.085374,0.92888
-0.1565,-0.098736,-0.084603,-0.069131
-0.1583,-0.09969,-0.083781,-0.06711
-0.16025,-0.10061,-0.082731,-0.06506
-0.16257,-0.10148,-0.081688,-0.062984
-0.16505,0.89768,-0.080664,-0.060887
-0.16766,0.89687,-0.079864,-0.058772
-0.17039,-0.1039,-0.079084,-0.056646
-0.17323,-0.10464,-0.078343,-0.054512
-0.17614,-0.10536,-0.077658,-0.052185
-0.17889,-0.10604,-0.077048,-0.049888
-0.18164,-0.1067,-0.076529,-0.047814
0.81563,-0.10733,-0.076117,-0.045746
0.81294,-0.10795,-0.075828,-0.043691
0.81032,-0.10854,-0.075897,-0.041654
0.80778,-0.10892,-0.076151,-0.039641
0.80536,-0.1095,-0.076383,-0.037656
-0.19694,-0.11006,-0.076795,-0.035706
-0.19909,-0.1106,-0.077396,-0.033795
-0.20108,-0.11111,-0.078192,-0.031928
-0.2029,-0.11161,-0.079189,-0.029917
-0.20453,-0.11209,-0.080389,-0.027984
-0.20596,0.88745,-0.081793,-0.026543
-0.20718,0.88702,-0.083402,-0.025188
-0.20819,-0.11338,-0.08521,-0.023705
-0.209,-0.11376,-0.087215,-0.02229
-0.20958,-0.11411,-0.089408,-0.020945
-0.20976,-0.11442,-0.09178,-0.019674
-0.20976,-0.11491,-0.094322,-0.01848
-0.20958,-0.11517,-0.097019,-0.017364
0.79078,-0.11539,-0.099858,-0.016329
0.79131,-0.11555,-0.10282,-0.015377
0.79201,-0.11566,-0.1059,-0.014508
0.79286,-0.11571,-0.10906,-0.013724
0.79386,-0.1157,-0.1123,-0.013025
0.7948,-0.11561,-0.11558,-0.012412
-0.20411,-0.11545,-0.1189,-0.011886
-0.20288,-0.1152,-0.12244,-0.011446
-0.20154,-0.11486,-0.12579,-0.011092
-0.2001,-0.11443,-0.1291,-0.010825
-0.19857,-0.1139,-0.13235,-0.010452
-0.19719,-0.11327,0.86447,-0.010192
-0.19579,-0.11254,0.86138,-0.01023
-0.19437,-0.11169,-0.14159,-0.010345
-0.19297,-0.11074,-0.14442,-0.010536
-0.19159,-0.10968,-0.14709,-0.010803
-0.19025,0.89169,-0.14959,-0.011145
-0.18896,0.89314,-0.15191,-0.01156
-0.18773,0.89449,-0.15402,-0.012047
-0.18636,0.89595,-0.15591,-0.012604
-0.18504,-0.10248,-0.15757,-0.01323
-0.18378,-0.1008,-0.159,-0.013922
-0.18257,-0.099029,-0.15998,-0.014676
-0.18143,-0.097161,0.83926,-0.015491
-0.18036,-0.09543,0.83873,-0.016363
-0.17934,-0.093434,0.83845,-0.017288
-0.1784,-0.091373,0.83822,-0.018261
-0.17752,-0.089256,0.83826,-0.019279
-0.1767,-0.087095,-0.16143,-0.020336
-0.17594,-0.084897,-0.16108,-0.021427
-0.17525,-0.082675,-0.1605,-0.022355
-0.17461,-0.080437,-0.1595,-0.023334
-0.17403,-0.078196,-0.15826,-0.024542
-0.1735,-0.07596,-0.1568,-0.025754
0.82697,-0.07374,-0.15514,-0.026963
0.82739,-0.071545,-0.15329,-0.028162
0.82776,-0.069194,-0.15126,-0.029346
0.82808,-0.066914,-0.14907,-0.030506
0.82834,-0.0649,-0.14674,-0.031859
0.82856,-0.062938,-0.14427,-0.033211
-0.17129,-0.061035,-0.14169,-0.034339
-0.17118,-0.059199,-0.13901,-0.035427
-0.17114,-0.057434,-0.13625,-0.036469
-0.17096,-0.055746,-0.13365,-0.037462
-0.17086,-0.054137,0.86919,-0.0384
-0.17085,-0.052612,0.87205,-0.039279
-0.17092,-0.051171,-0.12507,-0.040095
-0.17107,-0.049817,-0.1222,-0.040845
-0.17149,-0.048548,-0.11935,-0.041526
-0.17217,-0.047365,-0.11653,-0.042138
-0.17294,-0.046267,-0.11375,-0.042678
-0.17379,-0.04525,-0.11103,-0.043147
-0.17472,-0.044314,-0.10838,0.95646
-0.17575,-0.043262,-0.10581,0.95613
-0.17686,-0.042311,-0.10332,-0.044129
-0.17806,-0.041643,-0.10093,-0.044322
-0.17934,-0.041032,-0.098649,-0.044452
-0.18049,-0.040474,-0.096473,-0.044524
-0.18169,0.96003,-0.094413,-0.044541
-0.18292,-0.039501,-0.09247,-0.04451
-0.18419,-0.039076,-0.090649,-0.044435
-0.18529,-0.038687,-0.088951,-0.044323
-0.18642,-0.038327,-0.087377,-0.044179
-0.18758,-0.037992,-0.085926,-0.044232
-0.18875,-0.037678,-0.084598,-0.04408
-0.18991,-0.037379,-0.083389,-0.043921
