-0.19106,-0.037091,-0.082298,-0.043762
-0.19237,-0.03681,0.91868,-0.043609
-0.19362,-0.036531,-0.080449,-0.043469
-0.19479,-0.03625,-0.079681,-0.043349
-0.1961,-0.035964,-0.07901,-0.043253
0.80264,-0.035669,-0.078428,-0.043188
0.80143,-0.035361,-0.077737,-0.043158
0.80027,-0.035039,-0.077148,-0.043166
0.79914,-0.034698,-0.076838,-0.043217
0.79806,-0.034337,-0.076579,-0.043312
0.797,-0.033954,-0.076362,-0.043453
0.79618,-0.033357,-0.076178,-0.043642
0.7954,-0.03276,-0.076019,-0.043878
-0.20534,-0.032161,-0.075876,-0.044161
-0.20607,-0.031556,-0.075739,-0.04449
-0.20678,-0.03113,-0.0756,-0.045083
-0.2075,-0.030665,-0.07545,-0.045752
-0.20823,-0.030162,-0.075281,-0.046276
-0.20899,0.97038,-0.074894,-0.046842
-0.20985,-0.029044,-0.074511,-0.047466
-0.21078,-0.028432,-0.074111,-0.04813
-0.21179,-0.027787,-0.073683,-0.048828
-0.2129,-0.027111,-0.073217,-0.049557
-0.21412,-0.026406,0.92711,-0.050313
-0.21547,-0.025675,0.92751,-0.051092
-0.21696,-0.02492,-0.071996,-0.051889
-0.2186,-0.024142,-0.071416,-0.052699
-0.2204,-0.023345,-0.070745,-0.05352
-0.22238,-0.022531,-0.069981,-0.054347
-0.22434,-0.021703,-0.069123,-0.055178
-0.22652,-0.020863,-0.06817,-0.056008
-0.22891,-0.020013,-0.067122,-0.056836
-0.23151,-0.019158,-0.06598,0.94234
-0.23432,-0.018298,-0.064744,0.94152
-0.23732,-0.017438,-0.063417,-0.059287
-0.24069,-0.016579,-0.062,-0.060092
-0.24422,-0.015724,-0.060495,-0.06089
-0.24789,-0.014875,0.94109,-0.061683
-0.2517,-0.014036,-0.05724,-0.062473
-0.25563,-0.013208,-0.055337,-0.063263
-0.25968,-0.012394,-0.053394,-0.064057
-0.26383,-0.011595,-0.051563,-0.064857
-0.26805,-0.010814,-0.049664,-0.06567
0.72766,-0.010053,-0.047704,-0.066501
0.72333,-0.0093132,-0.04569,-0.067356
0.71898,-0.0085963,-0.043629,-0.068243
0.71463,-0.0079036,-0.041527,-0.069168
0.71031,-0.0072366,-0.039392,-0.070028
0.70603,-0.0065961,-0.03723,-0.070977
0.70183,-0.0059833,-0.03505,-0.072117
0.69772,-0.0053987,-0.032857,-0.073324
-0.30626,-0.004843,-0.03066,-0.074611
-0.31009,-0.0043166,-0.028464,-0.075988
-0.31375,-0.0037748,-0.026278,-0.077469
-0.31722,-0.0033299,-0.024106,-0.079064
-0.32046,-0.0029108,-0.021956,-0.080786
-0.32345,-0.0025175,-0.019833,-0.082648
-0.32617,-0.0021503,-0.017744,0.91534
-0.3286,-0.0018091,-0.015693,-0.086843
-0.3307,-0.0014935,-0.013687,-0.089202
-0.33247,-0.0012031,-0.011728,-0.091753
-0.33386,-0.00093761,-0.0098231,-0.094508
-0.33487,-0.00069622,-0.0081383,-0.097481
-0.33547,-0.00047824,-0.0063653,-0.10069
0.66436,-0.00028284,-0.0046522,-0.10413
0.66465,-0.00010912,-0.0030021,-0.10784
0.66509,4.3894e-005,-0.0014181,-0.11181
0.66596,0.0001772,9.7451e-005,-0.11607
0.66729,0.00029187,0.0015426,-0.12063
0.6691,0.00038898,0.0029157,-0.12549
0.67141,0.00046965,0.0042156,-0.13068
-0.32575,0.00053497,0.0054415,-0.1362
-0.32237,0.00058605,0.0065931,-0.14207
-0.31842,0.00062401,0.0076702,-0.14829
-0.31295,0.00064992,0.0086734,-0.15489
-0.30677,0.00066483,0.0096031,0.83812
-0.29985,0.00066978,0.01046,0.83074
-0.29216,0.00066577,0.011246,-0.17704
-0.28368,0.00065373,0.011963,-0.18525
